;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;Оповещение о закрытии трактов (каналов);Оповещение о закрытии трактов (каналов);;;;
;;;в результате проведения плановых и неплановых РНР;в результате проведения плановых и неплановых РНР;;;;
;;;"на СМП ОАО ""Ростелеком""";"на СМП ОАО ""Ростелеком""";;;;
;;;;;;;;
Клиент;Дата, время;Условие проведения работ;№ работы;Существующая нумерация трактов;Участок измерений;Содержание работ;Направление связи, ПЦТ, канала, межд.обозн.;Вид использования
1;2;3;4;5;6;7;8;9
"TeliaSonera; ШВЕЦИЯ";с 23:00 Чт 21.08.2014 до 06:00 Пт 22.08.2014;2-8 ЗАК;00/1400886;ССО0153-64-1-0-0-17;мн200 - 5401;- ' ' -;"Москва - СТОКГОЛЬМ; 30n093         ; B [947185]";ТФС,ИНО
"TeliaSonera; ШВЕЦИЯ";с 23:00 Чт 21.08.2014 до 06:00 Пт 22.08.2014;2-8 ЗАК;00/1400886;ССО0153-64-1-0-0-18;мн200 - 5401;- ' ' -;"Москва - СТОКГОЛЬМ; 30n094         ; B [947186]";ТФС,ИНО
"TeliaSonera; ШВЕЦИЯ";с 23:00 Чт 21.08.2014 до 06:00 Пт 22.08.2014;2-8 ЗАК;00/1400886;ССО0153-64-1-0-0-19;мн200 - 5401;- ' ' -;"Москва - СТОКГОЛЬМ; 30n095         ; B [947169]";ТФС,ИНО
"TeliaSonera;ТЕА; ШВЕЦИЯ; ГОНКОНГ";с 20:00 Пт 22.08.2014 до 02:00 Сб 23.08.2014;4-6 КРП;00/1400947;64S4;5401 - 7901;Внеплановые работы на сети China Telecom. Работы по резерву с КРП в процессе работ.;"СТОКГОЛЬМ - ГОНКОНГ; 64S4            [1264292]";МН,ТЕА
"TeliaSonera;ТЕА; ШВЕЦИЯ; ГОНКОНГ";с 20:00 Пн 25.08.2014 до 02:00 Вт 26.08.2014;4-6 КРП;00/1400948;64S4;5401 - 7901;- ' ' -;"СТОКГОЛЬМ - ГОНКОНГ; 64S4            [1264292]";МН,ТЕА
"Tinet Spa;ТЕА; ШВЕЦИЯ; ГОНКОНГ";с 20:00 Пт 22.08.2014 до 02:00 Сб 23.08.2014;4-6 КРП;00/1400947;64S2;5401 - 7901;Внеплановые работы на сети China Telecom. Работы по резерву с КРП в процессе работ.;"СТОКГОЛЬМ - ГОНКОНГ; 64S2            [1236709]";МН,ТЕА
"Tinet Spa;ТЕА; ШВЕЦИЯ; ГОНКОНГ";с 20:00 Пн 25.08.2014 до 02:00 Вт 26.08.2014;4-6 КРП;00/1400948;64S2;5401 - 7901;- ' ' -;"СТОКГОЛЬМ - ГОНКОНГ; 64S2            [1236709]";МН,ТЕА
"Vodafone UK;ТЕА; ГЕРМАНИЯ; ГОНКОНГ";с 20:00 Чт 21.08.2014 до 02:00 Пт 22.08.2014;2-8 КРП н/к;00/1400922;FFM-STK-2-6-0-0-1-0-0-1;1302 - 7901;Работы в компании Chinatelecom.КРП при переходе на резерв.;"ФРАНКФУРТ/МАЙН - ГОНКОНГ; 64S2            [1166509]";МН,ТЕА
"Vodafone UK;ТЕА; ГЕРМАНИЯ; ГОНКОНГ";с 20:00 Чт 21.08.2014 до 02:00 Пт 22.08.2014;2-8 КРП н/к;00/1400922;FFM-STK-2-5-0-0-1-0-0-1;1302 - 7901;- ' ' -;"ФРАНКФУРТ/МАЙН - ГОНКОНГ; 64S1            [1166507]";МН,ТЕА
"Vodafone UK;ТЕА; ГЕРМАНИЯ; ГОНКОНГ";с 20:00 Пт 22.08.2014 до 02:00 Сб 23.08.2014;4-6 КРП;00/1400947;64S1;1302 - 7901;Внеплановые работы на сети China Telecom. Работы по резерву с КРП в процессе работ.;"ФРАНКФУРТ/МАЙН - ГОНКОНГ; 64S1            [1166507]";МН,ТЕА
"Vodafone UK;ТЕА; ГЕРМАНИЯ; ГОНКОНГ";с 20:00 Пн 25.08.2014 до 02:00 Вт 26.08.2014;4-6 КРП;00/1400948;64S1;1302 - 7901;- ' ' -;"ФРАНКФУРТ/МАЙН - ГОНКОНГ; 64S1            [1166507]";МН,ТЕА
"Джи-Эн-Си-Альфа;ТЕА; ГЕРМАНИЯ; АРМЕНИЯ";Ср 27.08.2014 c 00:00 до 08:00;4-6 КРП;00/1400941;OCN896;03616 - 5103;Внеплановые работы на сети Elisa с закрытием связей с 1 часа до 7 часов в указанный интервал времени.  При этом связи ТЕА- по резерву с КРП в процессе работ.;"ЕРЕВАН - ФРАНКФУРТ/МАЙН; VC4S1           [1092140]";МН,ТЕА
"КАЗАХТЕЛЕКОМ;СПТ; КАЗАХСТАН";Ср 20.08.2014 c 01:00 до 02:00;2-8 ЗАК;00/1400925;64S1;20810 - 3401;Внеплановые работы на сети Казахтелеком в закрытием связей до 60 минут в указанный интервал времени.;"Москва, Сущевский Вал, 26, МСС-12 - АСТАНА; 64S1            [1194031]";МЗАРУБКОМП
"КАЗАХТЕЛЕКОМ;СПТ; КАЗАХСТАН";Ср 20.08.2014 c 01:00 до 02:00;2-8 ЗАК;00/1400925;64S2;20810 - 3401;- ' ' -;"Москва, Сущевский Вал, 26, МСС-12 - АСТАНА; 64S2            [1065709]";МЗАРУБКОМП
"КАЗАХТЕЛЕКОМ;СПТ; КАЗАХСТАН";Ср 20.08.2014 c 01:00 до 02:00;2-8 ЗАК;00/1400925;10GEN1;16404 - 3401;- ' ' -;"Элиста - АСТАНА; 10GEn1          [1270805]";МЗАРУБКОМП
"КАЗАХТЕЛЕКОМ;СПТ; КАЗАХСТАН";Ср 20.08.2014 c 01:00 до 02:00;2-8 ЗАК;00/1400925;10GEN1;20810 - 3401;- ' ' -;"Москва, Сущевский Вал, 26, МСС-12 - АСТАНА; 10GEn1          [1277293]";МЗАРУБКОМП
"КАЗАХТЕЛЕКОМ;СПТ; КАЗАХСТАН";Ср 20.08.2014 c 01:00 до 02:00;2-8 ЗАК;00/1400925;10GEN2;20810 - 3401;- ' ' -;"Москва, Сущевский Вал, 26, МСС-12 - АСТАНА; 10GEn2          [1277294]";МЗАРУБКОМП
"КАЗАХТЕЛЕКОМ; КАЗАХСТАН";с 23:00 Чт 21.08.2014 до 05:00 Пт 22.08.2014;2-8 ЗАК;00/1400936;VC4S1;16404 - 3406;Внеплановые работы на сети Казахтелеком с закрытием связей  до 150 минут.;"Элиста (16404) - АКТОБЕ; VC4S1           [1017261]";МЗАРУБКОМП
"КАЗАХТЕЛЕКОМ; КАЗАХСТАН";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;"На уч-ке 12003-15001 переключение трафика оптического канала по распоряжению 13-2-307741 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12003, 15001, МРЦУСС. Перенос с 19/08.";"Хабаровск, К.Маркса,58 - АСТАНА; 30n002         ; B [753526]";ТФС,ИНО
"КАЗАХТЕЛЕКОМ; КАЗАХСТАН";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Хабаровск, К.Маркса,58 - АСТАНА; 30n002         ; B [753526]";ТФС,ИНО
"КАЗАХТЕЛЕКОМ; КАЗАХСТАН";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;"На уч-ке 12007-12003 переключение трафика оптического канала по распоряжению 13-2-30727 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12007, 12003, МРЦУСС.  Перенос с 18/08.";"Хабаровск, К.Маркса,58 - АСТАНА; 30n002         ; B [753526]";ТФС,ИНО
"КАЗАХТЕЛЕКОМ; КАЗАХСТАН";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Хабаровск, К.Маркса,58 - АСТАНА; 30n002         ; B [753526]";ТФС,ИНО
"КАЗАХТЕЛЕКОМ; КАЗАХСТАН";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;"На уч-ке 12001-12008 переключение трафика оптического канала по распоряжению 13-2-30707 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12001, 12008, МРЦУСС.  Перенос с 21/08.";"Хабаровск, К.Маркса,58 - АСТАНА; 30n002         ; B [753526]";ТФС,ИНО
"КАЗАХТЕЛЕКОМ; КАЗАХСТАН";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Хабаровск, К.Маркса,58 - АСТАНА; 30n002         ; B [753526]";ТФС,ИНО
"КЫРГЫЗТЕЛЕКОМ;СГМД; КЫРГЫЗСТАН";с 23:00 Чт 21.08.2014 до 05:00 Пт 22.08.2014;2-8 ЗАК;00/1400936;NP2;20809 - 3501;Внеплановые работы на сети Казахтелеком с закрытием связей  до 150 минут.;"Москва, Бутлерова,7, МСС-11 - БИШКЕК; NP2            ; AC9-NP2 [909157]";АС9-1М
"ТУРКМЕНТЕЛЕКОМ; ТУРКМЕНИСТАН";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;"На уч-ке 12003-15001 переключение трафика оптического канала по распоряжению 13-2-307741 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12003, 15001, МРЦУСС. Перенос с 19/08.";"Хабаровск, К.Маркса,58 - АШГАБАТ; 30N1           ; B [806664]";ТФС,ИНО
"ТУРКМЕНТЕЛЕКОМ; ТУРКМЕНИСТАН";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Хабаровск, К.Маркса,58 - АШГАБАТ; 30N1           ; B [806664]";ТФС,ИНО
"ТУРКМЕНТЕЛЕКОМ; ТУРКМЕНИСТАН";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;"На уч-ке 12007-12003 переключение трафика оптического канала по распоряжению 13-2-30727 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12007, 12003, МРЦУСС.  Перенос с 18/08.";"Хабаровск, К.Маркса,58 - АШГАБАТ; 30N1           ; B [806664]";ТФС,ИНО
"ТУРКМЕНТЕЛЕКОМ; ТУРКМЕНИСТАН";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"Хабаровск, К.Маркса,58 - АШГАБАТ; 30N1           ; B [806664]";ТФС,ИНО
"ТУРКМЕНТЕЛЕКОМ; ТУРКМЕНИСТАН";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;"На уч-ке 12001-12008 переключение трафика оптического канала по распоряжению 13-2-30707 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12001, 12008, МРЦУСС.  Перенос с 21/08.";"Хабаровск, К.Маркса,58 - АШГАБАТ; 30N1           ; B [806664]";ТФС,ИНО
"ТУРКМЕНТЕЛЕКОМ; ТУРКМЕНИСТАН";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"Хабаровск, К.Маркса,58 - АШГАБАТ; 30N1           ; B [806664]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;Аварийные работы на сети TIC с закрытием связей до 2 часов в указанный интервал времени.   Работы с целью проведения тестирования STM16  на участке Иран-Туркменистан.;"Москва, Бутлерова,7, МСС-11 - ТАШКЕНТ; 30n018          [709961]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n023         ; Z [773514]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n024         ; Z [773515]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n025         ; Z [773516]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва, Бутлерова,7, МСС-11 - БУХАРА; 30n001         ; B [773517]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n026         ; Z [800226]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n027         ; Z [800244]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n028         ; Z [800245]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва, Бутлерова,7, МСС-11 - БУХАРА; 30n003         ; B [826017]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - КОКАНД; 30n001         ; B [961255]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - КОКАНД; 30n002         ; B [961256]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n039         ; B [985457]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n040         ; B [985460]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n041         ; B [985462]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n042         ; B [985463]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n043         ; B [985466]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30n044         ; B [985467]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30N046         ; B [1033976]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ТАШКЕНТ; 30N047         ; B [1033977]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ПАХТА; 30N18          ; B [1049432]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ПАХТА; 30N19          ; B [1049433]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ПАХТА; 30N20          ; B [1049434]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ПАХТА; 30N21          ; B [1049435]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ПАХТА; 30N22          ; B [1049436]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ПАХТА; 30N23          ; B [1049437]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ПАХТА; 30N24          ; B [1049438]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S2;20809 - 3801;- ' ' -;"Москва - ПАХТА; 30N25          ; B [1049439]";ТФС,ИНО
"УЗБЕКТЕЛЕКОМ;СПТ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S3;20810 - 3801;- ' ' -;"г.Москва - ТАШКЕНТ; VC4S3           [959115]";МЗАРУБКОМП
"УЗБЕКТЕЛЕКОМ;СПТ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S4;20810 - 3801;- ' ' -;"г.Москва - ТАШКЕНТ; VC4S4           [959116]";МЗАРУБКОМП
"УЗБЕКТЕЛЕКОМ;СПТ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S5;т2010 - 3801;- ' ' -;"г.Москва - ТАШКЕНТ; VC4S5           [959110]";МЗАРУБКОМП
"УЗБЕКТЕЛЕКОМ;СПТ; УЗБЕКИСТАН";с 23:30 Пн 25.08.2014 до 01:30 Вт 26.08.2014;2-8 ЗАК;00/1400949;VC4S6;20810 - 3801;- ' ' -;"г.Москва - ТАШКЕНТ; VC4S6           [1078504]";СПТ,ИНТ,МН
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;"На уч-ке 12003-15001 переключение трафика оптического канала по распоряжению 13-2-307741 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12003, 15001, МРЦУСС. Перенос с 19/08.";"ТАШКЕНТ - ПЕКИН; NP101           [1321589]";МЗАРУБКОМП
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН; КИТАЙ";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"ТАШКЕНТ - ПЕКИН; NP101           [1321589]";МЗАРУБКОМП
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6 КР;08/1400927;К841-64-42;12007 - 12003;"На уч-ке 12007-12003 переключение трафика оптического канала по распоряжению 13-2-30727 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12007, 12003, МРЦУСС.  Перенос с 18/08.";"ТАШКЕНТ - ПЕКИН; NP101           [1321589]";МЗАРУБКОМП
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН; КИТАЙ";Вт 26.08.2014 c 05:30 до 06:00;4-6;08/1400927;К841-64-42;12007 - 12003;- ' ' -;"ТАШКЕНТ - ПЕКИН; NP101           [1321589]";МЗАРУБКОМП
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6 КР;08/1400927;К708-63-42;12001 - 12008;"На уч-ке 12001-12008 переключение трафика оптического канала по распоряжению 13-2-30707 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12001, 12008, МРЦУСС.  Перенос с 21/08.";"ТАШКЕНТ - ПЕКИН; NP101           [1321589]";МЗАРУБКОМП
"УЗБЕКТЕЛЕКОМ; УЗБЕКИСТАН; КИТАЙ";Вт 26.08.2014 c 06:00 до 06:30;4-6;08/1400927;К708-63-42;12001 - 12008;- ' ' -;"ТАШКЕНТ - ПЕКИН; NP101           [1321589]";МЗАРУБКОМП
"УКРТЕЛЕКОМ; УКРАИНА";Вт 26.08.2014 c 05:00 до 05:30;4-6 КР;08/1400927;К708-63-42;12003 - 15001;"На уч-ке 12003-15001 переключение трафика оптического канала по распоряжению 13-2-307741 в рамках реализации проекта ""Расширение сети передачи данных IP/MPLS ОАО ""Ростелеком""  в 2011г. 4 этап 3 очередь 1п.к."", с переводом трафика на кольцевой резерв. Производитель работ: 12003, 15001, МРЦУСС. Перенос с 19/08.";"Хабаровск, К.Маркса,58 - КИЕВ; 30n002         ; Z [148231]";ТФС,ИНО
"УКРТЕЛЕКОМ; УКРАИНА";Вт 26.08.2014 c 05:00 до 05:30;4-6;08/1400927;К708-63-42;12003 - 15001;- ' ' -;"Хабаровск, К.Маркса,58 - КИЕВ; 30n002         ; Z [148231]";ТФС,ИНО
